,wt0,wt1,wt2,wt3,wt4,wt5,wt6,wt7,wt8,wt9,wt10,wt11,wt12,wt13,wt14,wt15,Total Revenue,target
169,0.0,7.0,2.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4436.841437011681,52.0
170,0.0,6.0,2.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4435.968007608888,45.0
171,0.0,6.0,2.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4435.968007608888,32.0
172,0.0,5.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,4421.679105084653,60.0
173,0.0,6.0,2.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4435.968007608888,54.0
174,0.0,4.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,39.0,40.0,40.0,39.0,4385.164215772413,32.0
175,0.0,5.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,4421.679105084653,63.0
176,0.0,4.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,39.0,40.0,40.0,39.0,4385.164215772413,55.0
177,0.0,4.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,39.0,40.0,40.0,39.0,4385.164215772413,45.0
178,0.0,1.0,0.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,36.0,40.0,37.0,38.0,40.0,36.0,4268.250339957617,33.0
179,0.0,4.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,39.0,40.0,40.0,39.0,4385.164215772413,50.0
180,0.0,7.0,2.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4436.841437011681,45.0
181,0.0,4.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,39.0,40.0,40.0,39.0,4385.164215772413,50.0
182,0.0,5.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,4421.679105084653,68.0
183,0.0,4.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,39.0,40.0,40.0,39.0,4385.164215772413,63.0
184,0.0,9.0,4.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4442.525377142905,32.0
185,0.0,7.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4438.809977674501,74.0
186,0.0,6.0,2.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4435.968007608888,52.0
187,0.0,2.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,38.0,39.0,40.0,38.0,4335.015001481777,68.0
188,0.0,5.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,4421.679105084653,43.0
189,0.0,2.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,38.0,39.0,40.0,38.0,4335.015001481777,32.0
190,0.0,7.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4438.809977674501,61.0
191,0.0,7.0,2.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4436.841437011681,34.0
192,0.0,9.0,4.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4442.525377142905,69.0
193,0.0,7.0,2.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4436.841437011681,74.0
194,0.0,5.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,4421.679105084653,32.0
195,0.0,7.0,3.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,4438.809977674501,63.0
196,0.0,5.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,4421.679105084653,50.0
197,0.0,5.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,4421.679105084653,32.0
198,0.0,1.0,0.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,36.0,40.0,37.0,38.0,40.0,36.0,4268.250339957617,48.0
199,0.0,4.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,39.0,40.0,40.0,39.0,4385.164215772413,32.0
